"","id","pokemon","id_especie","altura","peso","exp_base","tipo_1","tipo_2","hp","ataque","defesa","ataque_especial","defesa_especial","velocidade","cor_1","cor_2","cor_final","grupo_ovo_1","grupo_ovo_2","url_icone","url_imagem","id_geracao"
"102",102,"exeggcute",102,0.04,0.25,65,"grama","psíquico",60,40,80,60,45,40,"#78C850","#F85888","#97AC5D","plant",NA,"//archives.bulbagarden.net/media/upload/4/46/102MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/102.png",1
"103",103,"exeggutor",103,0.2,12,186,"grama","psíquico",95,95,85,125,75,55,"#78C850","#F85888","#97AC5D","plant",NA,"//archives.bulbagarden.net/media/upload/0/0f/103MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/103.png",1
"104",104,"cubone",104,0.04,0.65,64,"terrestre",NA,50,50,95,40,50,35,"#E0C068",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/0/05/104MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/104.png",1
"105",105,"marowak",105,0.1,4.5,149,"terrestre",NA,60,80,110,50,80,45,"#E0C068",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/2/2f/105MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/105.png",1
"106",106,"hitmonlee",106,0.15,4.98,159,"lutador",NA,50,120,53,35,110,87,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/d/d2/106MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/106.png",1
"107",107,"hitmonchan",107,0.14,5.02,159,"lutador",NA,50,105,79,35,110,76,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/3/33/107MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/107.png",1
"108",108,"lickitung",108,0.12,6.55,77,"normal",NA,90,55,75,60,75,30,"#A8A878",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/3/34/108MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/108.png",1
"109",109,"koffing",109,0.06,0.1,68,"venenoso",NA,40,65,95,60,45,35,"#A040A0",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/1/17/109MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/109.png",1
"110",110,"weezing",110,0.12,0.95,172,"venenoso",NA,65,90,120,85,70,60,"#A040A0",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/b/bd/110MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/110.png",1
"111",111,"rhyhorn",111,0.1,11.5,69,"terrestre","pedra",80,85,95,30,30,25,"#E0C068","#B8A038","#D6B85C","monster","ground","//archives.bulbagarden.net/media/upload/e/e8/111MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/111.png",1
"112",112,"rhydon",112,0.19,12,170,"terrestre","pedra",105,130,120,45,45,40,"#E0C068","#B8A038","#D6B85C","monster","ground","//archives.bulbagarden.net/media/upload/7/7c/112MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/112.png",1
"113",113,"chansey",113,0.11,3.46,395,"normal",NA,250,5,5,35,105,50,"#A8A878",NA,NA,"fairy",NA,"//archives.bulbagarden.net/media/upload/0/08/113MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/113.png",1
"114",114,"tangela",114,0.1,3.5,87,"grama",NA,65,55,115,100,40,60,"#78C850",NA,NA,"plant",NA,"//archives.bulbagarden.net/media/upload/6/60/114MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/114.png",1
"115",115,"kangaskhan",115,0.22,8,172,"normal",NA,105,95,80,40,80,90,"#A8A878",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/1/12/115MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/115.png",1
"116",116,"horsea",116,0.04,0.8,59,"água",NA,30,40,70,70,25,60,"#6890F0",NA,NA,"water1","dragon","//archives.bulbagarden.net/media/upload/8/88/116MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/116.png",1
"117",117,"seadra",117,0.12,2.5,154,"água",NA,55,65,95,95,45,85,"#6890F0",NA,NA,"water1","dragon","//archives.bulbagarden.net/media/upload/6/66/117MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/117.png",1
"118",118,"goldeen",118,0.06,1.5,64,"água",NA,45,67,60,35,50,63,"#6890F0",NA,NA,"water2",NA,"//archives.bulbagarden.net/media/upload/c/cf/118MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/118.png",1
"119",119,"seaking",119,0.13,3.9,158,"água",NA,80,92,65,65,80,68,"#6890F0",NA,NA,"water2",NA,"//archives.bulbagarden.net/media/upload/4/40/119MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/119.png",1
"120",120,"staryu",120,0.08,3.45,68,"água",NA,30,45,55,70,55,85,"#6890F0",NA,NA,"water3",NA,"//archives.bulbagarden.net/media/upload/d/da/120MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/120.png",1
"121",121,"starmie",121,0.11,8,182,"água","psíquico",60,75,85,100,85,115,"#6890F0","#F85888","#8A82D6","water3",NA,"//archives.bulbagarden.net/media/upload/4/42/121MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/121.png",1
"122",122,"mr-mime",122,0.13,5.45,161,"psíquico","fada",40,45,65,100,120,90,"#F85888","#EE99AC","#F56790","humanshape",NA,"//archives.bulbagarden.net/media/upload/8/84/122MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/122.png",1
"123",123,"scyther",123,0.15,5.6,100,"inseto","voador",70,110,80,55,80,105,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/5/5c/123MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/123.png",1
"124",124,"jynx",124,0.14,4.06,159,"gelo","psíquico",65,50,35,115,95,95,"#98D8D8","#F85888","#AFB8C4","humanshape",NA,"//archives.bulbagarden.net/media/upload/6/65/124MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/124.png",1
"125",125,"electabuzz",125,0.11,3,172,"elétrico",NA,65,83,57,95,85,105,"#F8D030",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/9/9b/125MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/125.png",1
"126",126,"magmar",126,0.13,4.45,173,"fogo",NA,65,95,57,100,85,93,"#F08030",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/3/39/126MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/126.png",1
"127",127,"pinsir",127,0.15,5.5,175,"inseto",NA,65,125,100,55,70,85,"#A8B820",NA,NA,"bug",NA,"//archives.bulbagarden.net/media/upload/f/fa/127MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/127.png",1
"128",128,"tauros",128,0.14,8.84,172,"normal",NA,75,100,95,40,70,110,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/1/13/128MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/128.png",1
"129",129,"magikarp",129,0.09,1,40,"água",NA,20,10,55,15,20,80,"#6890F0",NA,NA,"water2","dragon","//archives.bulbagarden.net/media/upload/8/85/129MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/129.png",1
"130",130,"gyarados",130,0.65,23.5,189,"água","voador",95,125,79,60,100,81,"#6890F0","#A890F0","#7790F0","water2","dragon","//archives.bulbagarden.net/media/upload/f/fa/130MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/130.png",1
"131",131,"lapras",131,0.25,22,187,"água","gelo",130,85,80,85,95,60,"#6890F0","#98D8D8","#73A1EA","monster","water1","//archives.bulbagarden.net/media/upload/a/ab/131MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/131.png",1
"132",132,"ditto",132,0.03,0.4,101,"normal",NA,48,48,48,48,48,48,"#A8A878",NA,NA,"ditto",NA,"//archives.bulbagarden.net/media/upload/4/47/132MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/132.png",1
"133",133,"eevee",133,0.03,0.65,65,"normal",NA,55,55,50,45,65,55,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/6/67/133MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/133.png",1
"134",134,"vaporeon",134,0.1,2.9,184,"água",NA,130,65,60,110,95,65,"#6890F0",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/5/57/134MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/134.png",1
"135",135,"jolteon",135,0.08,2.45,184,"elétrico",NA,65,65,60,110,95,130,"#F8D030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/3/3b/135MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/135.png",1
"136",136,"flareon",136,0.09,2.5,184,"fogo",NA,65,130,60,95,110,65,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/f/fd/136MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/136.png",1
"137",137,"porygon",137,0.08,3.65,79,"normal",NA,65,60,70,85,75,40,"#A8A878",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/28/137MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/137.png",1
"138",138,"omanyte",138,0.04,0.75,71,"pedra","água",35,40,100,90,55,35,"#B8A038","#6890F0","#A49C64","water1","water3","//archives.bulbagarden.net/media/upload/2/20/138MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/138.png",1
"139",139,"omastar",139,0.1,3.5,173,"pedra","água",70,60,125,115,70,55,"#B8A038","#6890F0","#A49C64","water1","water3","//archives.bulbagarden.net/media/upload/a/a4/139MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/139.png",1
"140",140,"kabuto",140,0.05,1.15,71,"pedra","água",30,80,90,55,45,55,"#B8A038","#6890F0","#A49C64","water1","water3","//archives.bulbagarden.net/media/upload/8/89/140MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/140.png",1
"141",141,"kabutops",141,0.13,4.05,173,"pedra","água",60,115,105,65,70,80,"#B8A038","#6890F0","#A49C64","water1","water3","//archives.bulbagarden.net/media/upload/1/1a/141MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/141.png",1
"142",142,"aerodactyl",142,0.18,5.9,180,"pedra","voador",80,105,65,60,75,130,"#B8A038","#A890F0","#B49C64","flying",NA,"//archives.bulbagarden.net/media/upload/6/69/142MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/142.png",1
"143",143,"snorlax",143,0.21,46,189,"normal",NA,160,110,65,65,110,30,"#A8A878",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/d/d1/143MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/143.png",1
"144",144,"articuno",144,0.17,5.54,261,"gelo","voador",90,85,100,95,125,85,"#98D8D8","#A890F0","#9BC6DD","no-eggs",NA,"//archives.bulbagarden.net/media/upload/0/0c/144MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/144.png",1
"145",145,"zapdos",145,0.16,5.26,261,"elétrico","voador",90,90,85,125,90,100,"#F8D030","#A890F0","#E4C05E","no-eggs",NA,"//archives.bulbagarden.net/media/upload/4/49/145MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/145.png",1
"146",146,"moltres",146,0.2,6,261,"fogo","voador",90,100,90,125,85,90,"#F08030","#A890F0","#DE835E","no-eggs",NA,"//archives.bulbagarden.net/media/upload/5/5a/146MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/146.png",1
"147",147,"dratini",147,0.18,0.33,60,"dragão",NA,41,64,45,50,50,50,"#7038F8",NA,NA,"water1","dragon","//archives.bulbagarden.net/media/upload/d/dd/147MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/147.png",1
"148",148,"dragonair",148,0.4,1.65,147,"dragão",NA,61,84,65,70,70,70,"#7038F8",NA,NA,"water1","dragon","//archives.bulbagarden.net/media/upload/3/38/148MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/148.png",1
"149",149,"dragonite",149,0.22,21,270,"dragão","voador",91,134,95,100,100,80,"#7038F8","#A890F0","#7D4DF6","water1","dragon","//archives.bulbagarden.net/media/upload/0/08/149MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/149.png",1
"150",150,"mewtwo",150,0.2,12.2,306,"psíquico",NA,106,110,90,154,90,130,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/0/00/150MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/150.png",1
"151",151,"mew",151,0.04,0.4,270,"psíquico",NA,100,100,100,100,100,100,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/8/83/151MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/151.png",1
"152",152,"chikorita",152,0.09,0.64,64,"grama",NA,45,49,65,49,65,45,"#78C850",NA,NA,"monster","plant","//archives.bulbagarden.net/media/upload/4/41/152MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/152.png",2
"153",153,"bayleef",153,0.12,1.58,142,"grama",NA,60,62,80,63,80,60,"#78C850",NA,NA,"monster","plant","//archives.bulbagarden.net/media/upload/7/71/153MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/153.png",2
"154",154,"meganium",154,0.18,10.05,236,"grama",NA,80,82,100,83,100,80,"#78C850",NA,NA,"monster","plant","//archives.bulbagarden.net/media/upload/2/23/154MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/154.png",2
"155",155,"cyndaquil",155,0.05,0.79,62,"fogo",NA,39,52,43,60,50,65,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/9/96/155MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/155.png",2
"156",156,"quilava",156,0.09,1.9,142,"fogo",NA,58,64,58,80,65,80,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/d/df/156MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/156.png",2
"157",157,"typhlosion",157,0.17,7.95,240,"fogo",NA,78,84,78,109,85,100,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/5/55/157MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/157.png",2
"158",158,"totodile",158,0.06,0.95,63,"água",NA,50,65,64,44,48,43,"#6890F0",NA,NA,"monster","water1","//archives.bulbagarden.net/media/upload/3/39/158MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/158.png",2
"159",159,"croconaw",159,0.11,2.5,142,"água",NA,65,80,80,59,63,58,"#6890F0",NA,NA,"monster","water1","//archives.bulbagarden.net/media/upload/b/b9/159MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/159.png",2
"160",160,"feraligatr",160,0.23,8.88,239,"água",NA,85,105,100,79,83,78,"#6890F0",NA,NA,"monster","water1","//archives.bulbagarden.net/media/upload/9/99/160MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/160.png",2
"161",161,"sentret",161,0.08,0.6,43,"normal",NA,35,46,34,35,45,20,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/6/69/161MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/161.png",2
"162",162,"furret",162,0.18,3.25,145,"normal",NA,85,76,64,45,55,90,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/4/47/162MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/162.png",2
"163",163,"hoothoot",163,0.07,2.12,52,"normal","voador",60,30,30,36,56,50,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/9/9b/163MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/163.png",2
"164",164,"noctowl",164,0.16,4.08,158,"normal","voador",100,50,50,86,96,70,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/b/b5/164MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/164.png",2
"165",165,"ledyba",165,0.1,1.08,53,"inseto","voador",40,20,30,40,80,55,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/f/fe/165MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/165.png",2
"166",166,"ledian",166,0.14,3.56,137,"inseto","voador",55,35,50,55,110,85,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/1/10/166MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/166.png",2
"167",167,"spinarak",167,0.05,0.85,50,"inseto","venenoso",40,60,40,40,40,30,"#A8B820","#A040A0","#A69A3F","bug",NA,"//archives.bulbagarden.net/media/upload/7/71/167MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/167.png",2
"168",168,"ariados",168,0.11,3.35,140,"inseto","venenoso",70,90,70,60,70,40,"#A8B820","#A040A0","#A69A3F","bug",NA,"//archives.bulbagarden.net/media/upload/9/96/168MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/168.png",2
"169",169,"crobat",169,0.18,7.5,241,"venenoso","voador",85,90,80,70,80,130,"#A040A0","#A890F0","#A153B3","flying",NA,"//archives.bulbagarden.net/media/upload/e/e8/169MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/169.png",2
"170",170,"chinchou",170,0.05,1.2,66,"água","elétrico",75,38,38,56,56,67,"#6890F0","#F8D030","#8A9FC1","water2",NA,"//archives.bulbagarden.net/media/upload/8/82/170MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/170.png",2
"171",171,"lanturn",171,0.12,2.25,161,"água","elétrico",125,58,58,76,76,67,"#6890F0","#F8D030","#8A9FC1","water2",NA,"//archives.bulbagarden.net/media/upload/b/b2/171MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/171.png",2
"172",172,"pichu",172,0.03,0.2,41,"elétrico",NA,20,40,15,35,35,60,"#F8D030",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/5/55/172MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/172.png",2
"173",173,"cleffa",173,0.03,0.3,44,"fada",NA,50,25,28,45,55,15,"#EE99AC",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/9/9c/173MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/173.png",2
"174",174,"igglybuff",174,0.03,0.1,42,"normal","fada",90,30,15,40,20,15,"#A8A878","#EE99AC","#B8A484","no-eggs",NA,"//archives.bulbagarden.net/media/upload/5/59/174MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/174.png",2
"175",175,"togepi",175,0.03,0.15,49,"fada",NA,35,20,65,40,65,20,"#EE99AC",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/d/d1/175MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/175.png",2
"176",176,"togetic",176,0.06,0.32,142,"fada","voador",55,40,85,80,105,40,"#EE99AC","#A890F0","#DD96BC","flying","fairy","//archives.bulbagarden.net/media/upload/0/0a/176MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/176.png",2
"177",177,"natu",177,0.02,0.2,64,"psíquico","voador",40,50,45,70,45,70,"#F85888","#A890F0","#E465A1","flying",NA,"//archives.bulbagarden.net/media/upload/0/0b/177MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/177.png",2
"178",178,"xatu",178,0.15,1.5,165,"psíquico","voador",65,75,70,95,70,95,"#F85888","#A890F0","#E465A1","flying",NA,"//archives.bulbagarden.net/media/upload/d/d2/178MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/178.png",2
